"EVBG";"Everbridge, Inc.";0
"RLH";"RED LION HOTELS CORPORATION";0
"APOG";"Apogee Enterprises, Inc.";0
"CVCO";"Cavco Industries, Inc.";0
"PLXS";"PLEXUS CORP";0
"RBNC";"RELIANT BANCORP INC";0
"AMKR";"Amkor Technology, Inc.";0
"FOSL";"FOSSIL GROUP INC";0
"CDR";"CEDAR REALTY TRUST INC";0
"CIDM";"Access Integrated Technologies, Inc.";0
"MBIN";"MERCHANTS BANCORP";0
"NRIM";"NORTHRIM BANCORP INC";0
"IOSP";"INNOSPEC INC";0
"BMTC";"Bryn Mawr Bank Corporation";0
"AAOI";"APPLIED OPTOELECTRONICS INC";0
"NSP";"INSPERITY INC";0
"REXR";"REXFORD INDUSTRIAL REALTY INC";0
"DENN";"DENNY'S CORPORATION";0
"EGHT";"8x8 Inc";0
"FRTA";"FORTERRA INC";0
"CMCO";"COLUMBUS MCKINNON CORPORATION";0
"FBC";"FLAGSTAR BANCORP";0
"VICR";"VICOR CORP";0
"RES";"RPC INC";0
"ALNY";"Alnylam Pharmaceuticals, Inc.";0
"RTRX";"RETROPHIN INC";0
"TBI";"TRUEBLUE INC";0
"JOE";"ST JOE CO";0
"BCOV";"BRIGHTCOVE INC";0
"DRNA";"DICERNA PHARMACEUTICALS INC.";0
"CPS";"COOPER-STANDARD HOLDINGS INC";0
"LPG";"DORIAN LPG LIMITED";0
"RNET";"RIGNET INC";0
"CTS";"CTS CORP";0
"ATHX";"Athersys, Inc.";0
"BGCP";"BGC Partners, Inc.";0
"CARA";"CARA THERAPEUTICS INC";0
"ARL";"AMERICAN REALTY INVESTORS INC";0
"AMAG";"AMAG Pharmaceuticals, Inc.";0
"PHX";"PANHANDLE OIL & GAS INC";0
"SSB";"SOUTH STATE CORP";0
"MBI";"MBIA INC";0
"PRGS";"PROGRESS SOFTWARE CORP";0
"THRM";"GENTHERM INC";0
"QCRH";"QCR HOLDINGS INC";0
"PNM";"PNM RESOURCES INC";0
"VRNT";"VERINT SYSTEMS INC";0
"TCBK";"TRICO BANCSHARES";0
"HOFT";"HOOKER FURNITURE CORP";0
"VCEL";"VERICEL CORP";0
"STRS";"STRATUS PROPERTIES INC";0
"AMRN";"Amarin Corporation PLC";0
"ACMR";"A.C. Moore Arts & Crafts, Inc.";0
"MOV";"MOVADO GROUP INC";0
"GBLI";"GLOBAL INDEMNITY LIMITED CAYMAN";0
"NPTN";"NEOPHOTONICS CORP";0
"ECOL";"American Ecology Corporation";0
"SCL";"STEPAN CO";0
"CORE";"CORE-MARK HLDG CO INC";0
"BRKL";"Brookline Bancorp, Inc.";0
"GHM";"GRAHAM CORP";0
"UNTY";"UNITY BANCORP INC";0
"HCI";"HCI GROUP INC";0
"VHI";"VALHI INC";0
"HNI";"HNI CORP";0
"EGLE";"EAGLE BULK SHIPPING INC";0
"WTTR";"SELECT ENERGY SERVICES INC";0
"CORR";"CORENERGY INFRASTRUCTURE TR INC";0
"CAR";"AVIS BUDGET GROUP INC";0
"EOLS";"EVOLUS INC";0
"EXTR";"EXTREME NETWORKS";0
"INSW";"INTERNATIONAL SEAWAYS INC";0
"OPK";"OPKO HEALTH INC";0
"NPO";"ENPRO INDUSTRIES INC";0
"BXS";"BANCORPSOUTH BANK";0
"NVRO";"NEVRO CORP";0
"POWI";"POWER INTEGRATIONS INC";0
"CMTL";"COMTECH TELECOMMUNICATIONS";0
"NPK";"NATIONAL PRESTO INDUSTRIES INC";0
"KWR";"QUAKER CHEMICAL CORP";0
"CYTK";"CYTOKINETICS INC";0
"SYBT";"STOCK YARDS BANCORP INC";0
"EIGI";"ENDURANCE INTL GROUP HLDGS INC";0
"AAT";"AMERICAN ASSETS TRUST INC";0
"INT";"WORLD FUEL SERVICES CORP";0
"MWA";"MUELLER WATER PRODUCTS INC";0
"ACEL";"Alfacell Corporation";0
"SRG";"SERITAGE GROWTH PPTYS";0
"BOKF";"BOK Financial Corporation";0
"DK";"DELEK US HOLDINGS INC";0
"SFST";"SOUTHERN FIRST BANCSHARES INC";0
"GMED";"GLOBUS MED INC";0
"CULP";"CULP INC";0
"EBIX";"EBIX INC";0
"DGICA";"DONEGAL GROUP";0
"CENX";"Century Aluminum Company";0
"CHDN";"CHURCHILL DOWNS INC";0
"NG";"NOVAGOLD RESOURCES INC";0
"CBAY";"CYMABAY THERAPEUTICS INC";0
"TDOC";"TELADOC HEALTH INC";0
"TYME";"TYME TECHNOLOGIES INC";0
"LXFR";"LUXFER HOLDINGS PLC";0
"SCHL";"SCHOLASTIC CORP";0
"LGND";"LIGAND PHARMACEUTICAL INC";0
"MRTN";"MARTEN TRANSPORT";0
"FMAO";"FARMERS & MERCHANTS BANCORP INC";0
"CMO";"CAPSTEAD MTGE.CORP";0
"ADMA";"ADMA BIOLOGICS INC";0
"DHT";"DHT HOLDINGS INC";0
"TBNK";"TERRITORIAL BANCOR";0
"VPG";"VISHAY PRECISION GROUP INC";0
"CIVB";"CIVISTA BANCSHARES INC";0
"HSTM";"HEALTHSTREAM INC";0
"CIR";"CIRCOR INTERNATIONAL INC";0
"UUUU";"ENERGY FUELS INC";0
"DMRC";"DIGIMARC CORP (NEW)";0
"GCP";"GCP APPLIED TECHNOLOGIES INC";0
"EPC";"EDGEWELL PERSONAL CARE CO";0
"ATAX";"America First Tax Exempt Investors, L.P.";0
"SANM";"SANMINA CORP";0
"HRI";"HERC HOLDINGS INC";0
"BOOM";"DMC GLOBAL INC";0
"SRDX";"SURMODICS INC";0
"BDC";"BELDEN INC";0
"RVNC";"REVANCE THERAPEUTICS INC";0
"FLDM";"FLUIDIGM CORP DEL";0
"CCXI";"CHEMOCENTRYX INC";0
"PQG";"PQ GROUP HOLDINGS INC";0
"LVGO";"Livongo Health, Inc.";0
"SLCA";"U S SILICA HLDGS INC";0
"FBK";"FB FINANCIAL CORPORATION";0
"FCFS";"FIRSTCASH INC";0
"CSII";"CARDIOVASCULAR SYSTEMS INC DEL";0
"EAT";"BRINKER INTERNATIONAL";0
"CSOD";"CORNERSTONE ONDEMAND INC";0
"MNKD";"MANNKIND CORPORATION";0
"GTT";"GTT COMMUNICATIONS INC";0
"INN";"SUMMIT HOTEL PROPERTIES INC";0
"HZO";"MARINEMAX INC";0
"BRID";"Bridgford Foods Corporation";0
"FSS";"FEDERAL SIGNAL CORP";0
"ONB";"OLD NATIONAL BANCORP(INDIANA)";0
"UEIC";"UNIVERSAL ELECTRONICS INC";0
"SSD";"SIMPSON MFG CO INC";0
"NCSM";"NCS MULTISTAGE HOLDINGS INC";0
"RPT";"RPT REALTY";0
"KRNY";"KEARNY FINANCIAL CORP MD";0
"JELD";"JELD WEN HOLDING INC";0
"MEDP";"MEDPACE HOLDINGS INC";0
"CNSL";"CONSOLIDATED COMMUNICATIONS HLDGS";0
"AGM";"FEDERAL AGRICULTURAL MORTGAGE CORP";0
"ALOT";"Astro-Med, Inc.";0
"EZPW";"EZCORP INC";0
"ATKR";"ATKORE INTERNATIONAL GROUP INC";0
"ARCH";"ARCH RESOURCES INC";0
"FCPT";"FOUR CORNERS PROPERTY TRUST INC";0
"ARTNA";"Artesian Resources Corporation";0
"CRY";"CRYOLIFE INC";0
"CBMG";"CELLULAR BIOMEDICINE GROUP INC";0
"CVGW";"Calavo Growers, Inc.";0
"IPI";"INTREPID POTASH INC";0
"SKYW";"SKYWEST INC";0
"BHE";"BENCHMARK ELECTRONICS INC";0
"RUSHA";"RUSH ENTERPRISES";0
"PVAC";"PENN VIRGINIA CORP";0
"VVI";"VIAD CORP";0
"OFIX";"ORTHOFIX MEDICAL INC";0
"APPF";"APPFOLIO INC";0
"OSIS";"OSI SYSTEMS INC";0
"ANAB";"ANAPTYSBIO INC";0
"ALUS";"Alsius Corporation";0
"SM";"SM ENERGY COMPANY";0
"EGRX";"EAGLE PHARMACEUTICALS INC";0
"LBRT";"LIBERTY OILFIELD SERVICES INC";0
"CDMO";"AVID BIOSERVICES INC";0
"RIGL";"RIGEL PHARMACEUTICALS INC";0
"WMC";"WESTERN ASSET MORTGAGE CAPITAL";0
"CMRE";"COSTAMARE INC";0
"MCRB";"SERES THERAPEUTICS";0
"AMSWA";"American Software, Inc.";0
"PETS";"PETMED EXPRESS INC";0
"CDZI";"Cadiz, Inc.";0
"MHO";"M/I HOMES INC";0
"DIN";"DINEEQUITY INC";0
"CHCT";"COMMUNITY HEALTHCARE TRUST INC";0
"GWRS";"GLOBAL WATER RESOURCES INC";0
"CNS";"COHEN & STEERS INC";0
"CCNE";"CNB FINANCIAL CORP(PA)";0
"GRPN";"GROUPON INC";0
"KALA";"KALA PHARMACEUTICALS INC";0
"STAR";"ISTAR INC";0
"AMED";"Amedisys Inc";0
"NBEV";"NEWAGE INC";0
"DOOR";"MASONITE INTERNATIONAL CORP";0
"FDP";"FRESH DEL MONTE PRODUCE INC";0
"PBPB";"POTBELLY CORPORATION";0
"GTLS";"CHART INDUSTRIES INC";0
"RHP";"RYMAN HOSPITALITY PPTYS INC";0
"CLMT";"Calumet Specialty Products Partners, L.P.";0
"IMMU";"IMMUNOMEDICS INC";0
"INWK";"INNERWORKINGS INC";0
"ETH";"ETHAN ALLEN INTERIORS INC";0
"SLDB";"SOLID BIOSCIENCES INC";0
"SIG";"SIGNET JEWELERS LTD";0
"AGEN";"Antigenics Inc.";0
"SCVL";"SHOE CARNIVAL INC";0
"CDXS";"CODEXIS INC";0
"BGFV";"Big 5 Sporting Goods Corporation";0
"JOBS";"51job, Inc.";0
"AGX";"ARGAN INC";0
"NWBI";"NORTHWEST BANCSHARES INC";0
"NTGR";"NETGEAR INC";0
"STFC";"STATE AUTO FINANCIAL CORP";0
"OLP";"ONE LIBERTY PROPERTIES";0
"FFWM";"FIRST FOUNDATION INC";0
"RLGY";"REALOGY HLDGS CORP";0
"GHL";"GREENHILL & CO INC";0
"KURA";"KURA ONCOLOGY INC";0
"FCBC";"FIRST COMMUNITY BANKSHARES INC";0
"ZGNX";"ZOGENIX INC";0
"AIMT";"AIMMUNE THERAPEUTICS INC";0
"DECK";"DECKERS OUTDOOR CORP";0
"MNK";"MALLINCKRODT PLC";0
"ASMB";"ASSEMBLY BIOSCIENCES INC";0
"MRTX";"MIRATI THERAPEUTICS INC";0
"AGYS";"Agilysys, Inc.";0
"RCII";"RENT A CENTER INC";0
"STAG";"STAG INDUSTRIAL INC";0
"AT";"ATLANTIC POWER CORP";0
"RARE";"ULTRAGENYX PHARMACEUTICAL INC";0
"CCMP";"Cabot Microelectronics Corporation";0
"ABCB";"Ameris Bancorp";0
"NC";"NACCO INDUSTRIES INC";0
"RICK";"RCI HOSPITALITY HOLDINGS INC";0
"ARLP";"Alliance Resource Partners, L.P.";0
"TCX";"TUCOWS INC";0
"OSUR";"ORASURE TECHNOLOGIES INC";0
"KOP";"KOPPERS HOLDINGS INC";0
"WABC";"WESTAMERICA BANCORP";0
"YELP";"YELP INC";0
"GOOD";"GLADSTONE COMMERCIAL CORP";0
"NCBS";"NICOLET BANKSHARES INC";0
"CAMP";"CalAmp Corp.";0
"OCN";"OCWEN FINANCIAL CORP";0
"SMHI";"SEACOR MARINE HOLDINGS INC";0
"RMTI";"ROCKWELL MEDICAL INC";0
"HCKT";"HACKETT GROUP INC";0
"EHTH";"EHEALTH INC";0
"FBM";"FOUNDATION BUILDING MATERIALS INC";0
"ASML";"ASML Holding N.V.";0
"LC";"LENDING CLUB CORP";0
"DRH";"DIAMONDROCK HOSPITALITY CO";0
"CWST";"Casella Waste Systems, Inc.";0
"CLXT";"CALYXT INC";0
"CTMX";"CYTOMX THERAPEUTICS INC";0
"WMK";"WEIS MARKETS INC";0
"FIVN";"FIVE9 INC";0
"WLDN";"WILLDAN GROUP INC";0
"MIK";"MICHAELS CO INC";0
"CASS";"Cass Information Systems, Inc";0
"VIVO";"MERIDIAN BIOSCIENCE INC COM";0
"MBWM";"MERCANTILE BANK CORP";0
"CHUY";"CHUYS HOLDINGS INC";0
"TRMK";"TRUSTMARK CORP";0
"HELE";"HELEN OF TROY CORP";0
"LBAI";"LAKELAND BANCORP INC";0
"NMIH";"NMI HOLDINGS INC";0
"DSPG";"DSP GROUP INC";0
"ALCO";"Alico, Inc.";0
"LBTYA";"Liberty Global PLC";0
"CRBP";"CORBUS PHARMACEUTICALS HOLDINGS IN";0
"RAVN";"RAVEN INDUSTRIES INC";0
"BIG";"BIG LOTS INC";0
"HRTX";"HERON THERAPEUTICS INC";0
"CETV";"Central European Media Enterprises Ltd.";0
"ANF";"ABERCROMBIE & FITCH CO";0
"UMH";"U M H PROPERTIES INC";0
"RRR";"RED ROCK RESORTS INC";0
"ASIX";"ADVANSIX INC";0
"HIFS";"HINGHAM INSTITUTION FOR SAVINGS";0
"SKT";"TANGER FACTORY OUTLET CENTERS";0
"ENPH";"ENPHASE ENERGY INC";0
"AGS";"PLAYAGS INC";0
"RMNI";"RIMINI STREET INC";0
"RGNX";"REGENXBIO INC";0
"PMT";"PENNYMAC MORTGAGE INVESTMENT TRUST";0
"TRHC";"TABULA RASA HEALTHCARE INC";0
"SYNH";"SYNEOS HEALTH INC";0
"ARI";"APOLLO COMMERCIAL RL ESTATE FIN INC";0
"MAXR";"MAXAR TECHNOLOGIES INC";0
"FRBA";"FIRST BANK WILLIAMSTOWN (NJ)";0
"CENT";"Central Garden & Pet Company";0
"HSKA";"HESKA CORP";0
"GLNG";"GOLAR LNG LIMITED";0
"AIR";"AAR CORP";0
"REX";"REX AMERICAN RESOURCES CORPORATION";0
"TSC";"TRISTATE CAP HLDGS INC";0
"AAWW";"Atlas Air Worldwide Holdings";0
"PGTI";"PGT INNOVATIONS INC";0
"ORA";"ORMAT TECHNOLOGIES INC";0
"IMKTA";"INGLES MARKET INC";0
"GLUU";"GLU MOBILE INC";0
"NSIT";"INSIGHT ENTERPRISE INC";0
"QADA";"QAD INC";0
"INVA";"INNOVIVA INC";0
"KNL";"KNOLL INC";0
"ASRV";"AmeriServ Financial Inc.";0
"OSTK";"OVERSTOCK COM INC DEL";0
"ROLL";"RBC BEARINGS INC.";0
"ATLO";"Ames National Corporation";0
"SCWX";"SECUREWORKS CORP";0
"FTSI";"FTS INTERNATIONAL INC";0
"LE";"LANDS END INC";0
"SLP";"SIMULATIONS PLUS INC";0
"GATX";"GATX CORP";0
"MXL";"MAXLINEAR INC";0
"WINA";"WINMARK CORPORATION";0
"GLT";"GLATFELTER P H CO";0
"DS";"DRIVE SHACK INC";0
"SOI";"SOLARIS OILFIELD INFRASTRUCTURE INC";0
"ENDP";"ENDO INTERNATIONAL PLC";0
"PRLB";"PROTO LABS INC";0
"TRTN";"TRITON INTL LTD";0
"QUOT";"QUOTIENT TECHNOLOGY INC";0
"NTRA";"NATERA INC";0
"TRC";"TEJON RANCH CO";0
"SENS";"SENSEONICS HOLDINGS INC";0
"HBMD";"HOWARD BANCORP INC";0
"GDEN";"GOLDEN ENTMT INC";0
"PRTY";"PARTY CITY HOLDCO INC";0
"KALU";"KAISER ALUMINUM CORP";0
"ITGR";"INTEGER HOLDINGS CORPORATION";0
"CUB";"CUBIC CORP";0
"CHCO";"CITY HLDG CO";0
"CATM";"Cardtronics, Inc.";0
"IIN";"INTRICOM CORP";0
"TELL";"TELLURIAN INC";0
"UTMD";"UTAH MEDICAL PRODUCTS";0
"LORL";"LORAL SPACE & COMMUNICATIONS INC";0
"PSB";"PS BUSINESS PARKS INC CALIF";0
"SAFM";"SANDERSON FARM INC";0
"HLNE";"HAMILTON LANE INC";0
"DLX";"DELUXE CORP";0
"CZNC";"CITIZENS AND NORTHERN CORP";0
"FFBC";"FIRST FINANCIAL BANCORP";0
"GAIA";"GAIA INC NEW";0
"RDNT";"RADNET INC";0
"BLDP";"Ballard Power Systems, Inc.";0
"PACB";"PACIFIC BIOSCIENCES CALIFORNIA INC";0
"BASI";"Bioanalytical Systems, Inc.";0
"ORBC";"ORBCOMM INC";0
"SRI";"STONERIDGE INC";0
"PFSI";"PENNYMAC FINANCIAL SERVICES INC";0
"BCEI";"BONANZA CREEK ENERGY INC";0
"BKD";"BROOKDALE SENIOR LIVING INC";0
"NGVC";"NATURAL GROCERS BY VITA COTTAGE";0
"EVC";"ENTRAVISION COMMUNICATIONS CORP";0
"DSKE";"DASEKE INC";0
"ETSY";"Etsy, Inc.";0
"PAHC";"PHIBRO ANIMAL HEALTH CORP";0
"IRT";"INDEPENDENCE REALTY TRUST INC";0
"GWB";"GREAT WESTERN BANCORP INC";0
"AMOV";"America Movil, S.A.B. de C.V.";0
"THR";"THERMON GROUP HOLDINGS";0
"ALTR";"Altera Corporation";0
"CASI";"CASI PHARMACEUTICALS INC";0
"NX";"QUANEX BUILDING PRODUCTS CORPORATIO";0
"BPMC";"BLUEPRINT MEDICINES CORP";0
"QTRX";"QUANTERIX CORPORATION";0
"BMCH";"BMC STOCK HOLDINGS INC";0
"GBX";"GREENBRIER COMPANIES INC.";0
"BCC";"BOISE CASCADE COMPANY";0
"NCMI";"NATIONAL CINEMEDIA INC";0
"PCH";"POTLATCHDELTIC CORPORATION";0
"UNFI";"UNITED NATURAL FOODS";0
"APLS";"APELLIS PHARMACEUTICALS INC";0
"MTDR";"MATADOR RESOURCES COMPANY";0
"AAXN";"Axon Enterprise, Inc.";0
"GBL";"GAMCO INVESTORS INC";0
"SGH";"SMART GLOBAL HOLDINGS INC";0
"BCRX";"BioCryst Pharmaceuticals, Inc.";0
"SHOO";"MADDEN(STEVEN)";0
"ATEN";"A10 NETWORKS INC";0
"LILA";"LIBERTY LATIN AMERICA LTD";0
"MYOK";"MYOKARDIA INC";0
"TGTX";"TG THERAPEUTICS INC";0
"SPNE";"SEASPINE HOLDINGS CORP";0
"ACCO";"ACCO BRANDS CORPORATION";0
"PFBI";"PREMIER FINANCIAL BANCORP INC";0
"NBHC";"NATIONAL BANK HOLDINGS CORP";0
"BANF";"BancFirst Corporation";0
"VCRA";"VOCERA COMMUNICATIONS INC";0
"LAD";"LITHIA MOTORS INC";0
"RGCO";"RGC RESOURCES INC";0
"KTOS";"KRATOS DEFENSE & SECURITY SOLUTIONS";0
"FPRX";"FIVE PRIME THERAPEUTICS";0
"CPF";"CENTRAL PACIFIC FINANCIAL CORP";0
"SSYS";"STRATASYS LTD";0
"BUSE";"FIRST BUSEY CORP";0
"TWNK";"HOSTESS BRANDS INC";0
"OEC";"ORION ENGINEERED CARBONS SA";0
"NJR";"NEW JERSEY RESOURCES CORP";0
"NUVA";"NUVASIVE INC";0
"AUBN";"Auburn National Bancorporation, Inc.";0
"DORM";"DORMAN PRODUCTS IN";0
"ICFI";"ICF INTERNATIONAL INC";0
"PZZA";"PAPA JOHNS INTERNATIONAL INC";0
"TNK";"TEEKAY TANKERS LTD";0
"OTTR";"OTTER TAIL CORP";0
"BL";"BLACKLINE INC";0
"ANIK";"Anika Therapeutics Inc.";0
"HBCP";"HOME BANCORP INC";0
"ASFI";"Asta Funding, Inc.";0
"CCRN";"CROSS COUNTRY HEALTHCARE INC";0
"CNNE";"CANNAE HOLDINGS INC";0
"GLDD";"GREAT LAKES DREDGE & DOCK CORP";0
"LNN";"LINDSAY CORPORATION";0
"FOLD";"Amicus Therapeutics, Inc.";0
"VIAC";"Viacom Inc";0
"BHB";"BAR HARBOUR BANKSHARES";0
"CATO";"CATO CORP";0
"GKOS";"GLAUKOS CORPORATION";0
"LITE";"LUMENTUM HLDGS INC";0
"FIZZ";"NATIONAL BEVERAGE CORP";0
"CVCY";"Central Valley Community Bancorp";0
"LL";"LUMBER LIQUIDATORS HLDGS INC";0
"CPE";"CALLON PETROLEUM CO";0
"CPST";"Capstone Turbine Corporation";0
"MTRN";"MATERION CORP";0
"MPAA";"MOTORCAR PARTS OF AMERICA INC";0
"ACAD";"ACADIA Pharmaceuticals Inc.";0
"IBTX";"INDEPENDENT BANK GROUP INC";0
"INSM";"INSMED INC";0
"GDOT";"GREEN DOT CORP";0
"FIBK";"FIRST INTERSTATE BANCSYSTEM INC";0
"FRPT";"FRESHPET  INC";0
"BBGI";"Beasley Broadcast Group, Inc.";0
"MLR";"MILLER INDUSTRIES INC";0
"AQUA";"EVOQUA WATER TECHNOLOGIES CORP";0
"ADNT";"ADIENT PLC";0
"CTIC";"Cell Therapeutics, Inc.";0
"ESPR";"ESPERION THERAPEUTICS INC";0
"CTO";"CTO REALTY GROWTH INC";0
"LPX";"LOUISIANA-PACIFIC CORP";0
"GNK";"GENCO SHIPPING & TRADING LIMITED";0
"COLB";"COLUMBIA BANKING SYSTEMS INC";0
"HWKN";"HAWKINS INC";0
"INDB";"INDEPENDENT BANK CORP(MASS)";0
"AEGN";"AEGION CORPORATION";0
"KAI";"KADANT INC";0
"CASA";"CASA SYSTEMS INC";0
"MLP";"MAUI LAND & PINEAPPLE CO INC";0
"HOPE";"HOPE BANCORP INC";0
"LADR";"LADDER CAPITAL CORP";0
"BCOR";"BLUCORA INC";0
"BH";"BIGLARI HOLDINGS INC";0
"KFRC";"KFORCE.COM INC";0
"MTX";"MINERALS TECHNOLOGIES INC";0
"ASTE";"Astec Industries, Inc.";0
"BOSC";"B.O.S. Better Online Solutions";0
"FET";"FORUM ENERGY TECHNOLOGIES INC";0
"CNOB";"CONNECTONE BANCORP INC";0
"CYH";"COMMUNITY HEALTH SYSTEMS INC(NEW)";0
"AXGN";"AXOGEN INC";0
"DFIN";"DONNELLEY FINANCIAL SOLUTIONS INC";0
"MYRG";"MYR GRP INC";0
"DNOW";"NOW INC";0
"ATEC";"Alphatec Holdings, Inc.";0
"BRC";"BRADY CORP";0
"EBF";"ENNIS INC";0
"CFFN";"Capitol Federal Financial";0
"CHS";"CHICO'S FAS INC";0
"CMPR";"CIMPRESS PLC";0
"CLPR";"CLIPPER REALTY INC";0
"CMCT";"CIM COMMERICAL TRUST CORPORATION";0
"LNDC";"LANDEC CORP";0
"FLIC";"FIRST OF LONG ISLAND CORP";0
"BRKR";"Bruker Corporation";0
"CRUS";"CIRRUS LOGIC INC";0
"DCPH";"DECIPHERA PHARMACEUTICALS INC";0
"HLX";"HELIX ENERGY SOLUTIONS GROUP INC";0
"CBU";"COMMUNITY BANK SYSTEMS INC";0
"LOB";"LIVE OAK BANCSHARES INC";0
"FUL";"FULLER(H.B.)CO";0
"BOMN";"BOSTON OMAHA CORPORATION";0
"ACRS";"ACLARIS THERAPEUTICS INC";0
"FOE";"FERRO CORP";0
"CFBK";"Central Federal Corporation";0
"CTSO";"CYTOSORBENTS CORP";0
"CCS";"CENTURY COMMUNITIES";0
"CNX";"CNX RESOURCES CORPORATION";0
"FFIC";"FLUSHING FINANCIAL CORP";0
"FSLY";"Fastly, Inc.";0
"BLMN";"BLOOMIN BRANDS INC";0
"BMRC";"Bank of Marin Bancorp";0
"AEO";"AMERICAN EAGLE OUTFITTERS INC";0
"BZH";"BEAZER HOMES USA INC";0
"CAL";"CALERES INC";0
"IBP";"INSTALLED BUILDING PRODUCTS INC";0
"CSTE";"CAESARSTONE LTD";0
"HSC";"HARSCO CORP";0
"CLDR";"CLOUDERA INC";0
"KBAL";"KIMBALL INTERNATIONAL INC";0
"CHEF";"CHEFS WAREHOUSE INC";0
"ACGL";"Arch Capital Group Ltd.";0
"BY";"BYLINE BANCORP INC";0
"MNTA";"MOMENTA PHARMACEUTICALS INC";0
"DAN";"DANA INCORPORATED";0
"GEO";"GEO GROUP INC(THE)";0
"BAND";"BANDWIDTH INC";0
"CSLT";"CASTLIGHT HEALTH INC";0
"AHH";"ARMADA HOFFLER PPTYS INC";0
"CWH";"CAMPING WORLD HOLDINGS INC";0
"ACRE";"ARES COMMERCIAL REAL ESTATE";0
"ABEO";"ABEONA THERAPEUTICS INC";0
"HTLD";"HEARTLAND EXPRESS INC";0
"BFS";"SAUL CENTERS INC";0
"APPN";"APPIAN CORPORATION";0
"MGEE";"MGE ENERGY INC";0
"LLNW";"LIMELIGHT NETWORKS INC";0
"ALBO";"ALBIREO PHARMA INC";0
"DHIL";"DIAMOND HILL INVESTMENT GROUP";0
"MMS";"MAXIMUS INC";0
"ATI";"ALLEGHENY TECHNOLOGIES INC";0
"IESC";"IES HOLDINGS INC";0
"FMBI";"FIRST MIDWEST BANCORP INC";0
"HY";"HYSTER-YALE MATLS HANDLING INC";0
"KN";"KNOWLES CORP";0
"MCRI";"MONARCH CASINO & RESORT";0
"CNO";"CNO FINANCIAL GROUP INC";0
"IBCP";"INDEPENDENT BANK CORP MICHIGAN";0
"FNLC";"FIRST BANCORP INC ME";0
"BSTC";"BIOSPECIFICS TECHNOLOGIES CORP";0
"HMN";"HORACE MANN EDUCATORS CORP";0
"GVA";"GRANITE CONSTRUCTION";0
"MCS";"MARCUS CORP";0
"FARM";"FARMER BROS CO";0
"AYX";"Alteryx, Inc.";0
"JILL";"J JILL INC";0
"CLDT";"CHATHAM LODGING TRUST";0
"AVAV";"AeroVironment, Inc.";0
"AIRT";"Air T, Inc.";0
"BATRK";"LIBERTY MEDIA CORPORATION";0
"CARS";"CARS COM INC";0
"BDGE";"Bridge Bancorp, Inc.";0
"BNED";"BARNES & NOBLE EDUCATION INC";0
"AWR";"AMERICAN STATES WATER CO";0
"FGEN";"FIBROGEN INC";0
"DRQ";"DRIL QUIP INC";0
"BEAT";"CardioNet, Inc.";0
"DEA";"EASTERLY GOVERNMENT PROPERTIES INC";0
"MOBL";"MOBILEIRON INC";0
"ALG";"ALAMO GROUP INC";0
"LOGI";"Logitech International";0
"HAE";"HAEMONETICS CORP";0
"MG";"MISTRAS GROUP INC";0
"HI";"HILLENBRAND INC";0
"GTN";"GRAY TELEVISION INC";0
"NET";"Cloudflare, Inc.";0
"ICPT";"INTERCEPT PHARMACEUTICALS INC";0
"ANH";"ANWORTH MORTGAGE ASSET CORP";0
"ENVA";"ENOVA INTERNATIONAL INC";0
"CROX";"CROCS INC";0
"ACOR";"Acorda Therapeutics, Inc.";0
"MELI";"Mercadolibre Inc";0
"FISI";"FINANCIAL INSTITUTIONS INC";0
"CLNE";"CLEAN ENERGY FUELS CORPORATION";0
"MITK";"MITEK SYSTEMS INC";0
"IIPR";"INNOVATIVE INDUSTRIAL PROPERTES INC";0
"MDP";"MEREDITH CORP";0
"JD";"JD.com Inc";0
"CURO";"CURO GROUP HOLDINGS CORP";0
"ADUS";"ADDUS HOMECARE CORP";0
"FMNB";"FARMERS NATIONAL BANCORP";0
"MITT";"AG MORTGAGE INVESTMENT TRUST INC";0
"AMBA";"AMBARELLA INC";0
"ADPT";"Adaptec, Inc.";0
"DXPE";"DXP ENTERPRISES INC";0
"DX";"DYNEX CAPITAL INC";0
"ATRI";"ATRION Corporation";0
"MJCO";"MAJESCO";0
"CPK";"CHESAPEAKE UTILITIES CORP";0
"BYD";"BOYD GAMING CORP";0
"APTS";"PREFERRED APARTMENT COMMUNITIES INC";0
"HA";"HAWAIIAN HOLDINGS INC";0
"ATCO";"American Technology Corporation";0
"ASPS";"ALTISOURCE PORTFOLIO SOLUTIONS S A";0
"KBH";"KB HOME";0
"EBSB";"MERIDIAN BANCORP INC";0
"CPLP";"Capital Product Partners L.P.";0
"ALEX";"ALEXANDER & BALDWIN INC";0
"COWN";"COWEN INC";0
"GOGO";"GOGO INC";0
"ARTW";"Art's-Way Manufacturing Co., Inc.";0
"TRMD";"Aktieselskabet Dampskibsselskabet Torm";0
"MGLN";"MAGELLAN HEALTH INC";0
"BNFT";"BENEFITFOCUS INC";0
"AVCT";"Avocent Corporation";0
"BGSF";"BG STAFFING INC";0
"GNW";"GENWORTH FINANCIAL INC";0
"MANT";"MANTECH INTERNATIONAL CORP";0
"ALGT";"Allegiant Travel Company";0
"ARA";"AMERICAN RENAL ASSOCS HLDGS INC";0
"FSTR";"FOSTER(L.B.)& CO";0
"LZB";"LA-Z-BOY INC";0
